name,date,content,share,retweet,like,,,,,,
 petertimmins3,2020年12月22日,"If the UK government can't accurately count and report the number of lorries queuing to get into Dover, how can they be expected to accurately count and report #Covid cases?",15,112,283,,,,,,
 pangnyu,2020年12月22日,"Update!
 
8 +ve case of #COVID-19 have been detected on 22/12/2020.

Mokokchung- 5, Dimapur- 3.

Dimapur- 9, Kohima- 7.

Also, 50 +ve patients have recovered.

 Dimapur- 35, Kiphire- 10, Kohima- 4, Peren- 1.

Total +ve cases- 11866
Recovered- 11244
Active Cases- 417.",4,3,29,,,,,,
 Gemrossi46,2020年12月22日,"Business as normal? #pritipatel Seriously? Tell that to the 67,616 who have died from #COVID I feel sick for this country ",1,1,5,,,,,,
 NadiaNaqi,2020年12月22日,"Sugestion! If the govt doesnt want to go for a lockdown, then atleast all CMs , Docs and 
 fslsltn
 shud do a presser everyday to update the ppl on #COVID situation. It was done during the first phase, now everyone is busy in politics of the day!",1,1,4,,,,,,
 IDDocJen,2020年12月22日,2020 will always be remembered as the year when ID docs became society’s unlikely rockstars. #IDTwitter #COVID,6,10,180,,,,,,
 MaryLouMcDonald,2020年12月22日,Only an island wide approach can keep people safe.  Failure to grasp that simple fact is a monumental  failure of leadership at this critical time #COVID #Covid_19,179,356,3802,,,,,,
 GiftCee,2020年12月22日,"The funniest thing ever:

It’s ok to report that the new strain of #covid was found in UK but it’s considered racist to say #Covid_19 originated in Wuhan, China.",60,286,1061,,,,,,
 silvym98,2020年12月22日,"Tonight is 3rd night of no sleep since I went into a #LTC in #onhealth with 100s of #COVID + residents, almost no staff. So far,  my other LTCs have avoided outbreaks, but what I witnessed yesterday is needing words I don't have.  My brain  can't rest, and I think I'm in shock. 1",32,294,636,,,,,,
 SandorReport,2020年12月22日,"#Taiwan had the 1st local #Covid case after 250+ days. News don't tell you this but here's what happened: a NZ cargo pilot, coughing and w symptoms, shopped around Taipei for days w/o a mask and declined to tell the CDC where he's been b/c he met w his local lover who he infected",4,10,19,,,,,,
 DoubleOhNever,2020年12月22日,"#COVID #CovidVaccine 

It is odd how an active component of The Vaccine is called Luciferin and there are 66.6ml of Luciferin in each shot. I read the document yesterday. The sociopaths do like their symbology. The Micro$oft patent regarding crypto-mining has three sixes too.",2,5,13,,,,,,
 ifemosumichael,2020年12月22日,"Our Restaurants, recreational centers, Worship Centres e.t.c are closed to prevent #COVID -19, but planes filled to capacity are allowed to fly in and out of the country. FG also directed Nigerians to visit NIMC centers for NIN registration within 3 weeks. Clueless Government.",1,2,4,,,,,,
 Ram_Yug,2020年12月22日,"The new variant, which UK scientists have named “VUI – 202012/01” includes a genetic mutation in the “spike” protein that the SARS-CoV-2 coronavirus uses to infect human cells. The signs are blindness, loss of consciousness, very high fever and congestion #COVID #secondwave",1,2,8,,,,,,
 PPaulCharles,2020年12月22日,"The #Caribbean - which has mostly weathered #Covid well - is now shutting down to #UK travellers. #Jamaica #Grenada and #DominicanRepublic closed from tonight to #UK flights. How soon before #Barbados #Antigua and others follow? #Covid 
 ThePCAgency",6,12,24,,,,,,
 DrAMSinghvi,2020年12月22日,#US lawmakers agree on Addl #COVID package of 900Billion #USD yet social media erupts with anger at “measly” payout! Wht word shd v use instead of measly for #indian #Govt payout !!,4,21,157,,,,,,
 DoctorTommmy,2020年12月22日,With the mutterings about school closure should we be considering teachers as a priority for vaccination? #COVID #schools #vaccination #Parents,3,2,30,,,,,,
 iainjwatson,2020年12月22日,"On 
 BBCBreakfast
 
 pritipatel
 says talks still going on between 
 grantshapps
  and French govt re Dover and the freight ban. Says #covid testing is being discussed and could be done quickly but wont speculate on exact timing 'testing is part of the new normal'",1,1,2,,,,,,
 sushilemedia,2020年12月22日,34 celebrities booked under IPC 188 in #Mumbai for breaking #Covid Guidelines in their party.,1,,3,,,,,,
 KathleenFOX5,2020年12月22日,"#Breaking: Congress passes a spending bill that includes $900 billion in #covid relief, providing $600 stimulus checks to most Americans.  Now heads to President Trump for signature.  More details ahead on the 
 fox5sandiego
 News at 10 & 11.",15,10,16,,,,,,
 KristenClarkeJD,2020年12月22日,"BREAKING: The Senate just passed a $900B #COVID relief bill & $1.4 trillion government funding measure in a 91-7 vote.

The bill, nearly 6,000 pages long, moves to Trump for signature.

There is much in this bill that has NOTHING to do with American suffering during the #pandemic",17,100,308,,,,,,
 B52Malmet,2020年12月22日,Trump gets his sharpie ready to sign off on the 900 billion dollar #covid relief bill which the Senate has now passed.,15,12,69,,,,,,
 SaynaNorouzi,2020年12月22日,"There are different ways to lead during a #pandemic but I believe #Leadingwithlove is the best

This week, my department chief 
 rahaai
 canceled his vacation time and instead volunteered to help out as a hospitalist taking care of #COVID patients  #SoCal #Surge 
 LLUHPhysicians",4,4,35,,,,,,
 JoeAllenNewman,2020年12月22日,#Covid is causing severe damage to many people who survived what they thought was a mild infection. These #CovidLongHaulers are being told their pain is in their imagination. I know my pain is ramped way up. I suspect the damage is an auto immune response: collateral damage..,5,8,33,,,,,,
 TrumpVoterInMN,2020年12月22日,"If you believe there is a difference between establishment Republicans and Democrats...

Both  senatemajldr and 
 SpeakerPelosi
 bragged about the #Covid relief bill giving $$$ to Americans, which really gives $$$ to foreign countries!

#Veto",1,1,4,,,,,,
 larry_irving,2020年12月22日,"Folks are cheering the much less than satisfactory funding for #broadband connections in the #Covid relief bill. Please, let's not pretend this is close to what is needed or warranted. Let's say thanks for the effort and then get to work crafting something that will really help.",1,4,7,,,,,,
 HawleyMO,2020年12月22日,"I will vote yes on #covid relief bill for one reason and one reason only: it contains direct assistance to working families. That assistance is not nearly enough, fraction of what it should be. But it is something, & for millions of working Americans, it’s help desperately needed",27000,5891,6665,,,,,,
 RKempNewsDaily,2020年12月22日,"From the constant dull roar of Christmas flights out of ATL over my house, we’re gonna have another #COVID spike by New Year’s. And so are a lot of other destinations.",2,2,28,,,,,,
 DrNirLipsman,2020年12月22日,"On call for neurosurgery 
 Sunnybrook
 and was called three times in one week about young patients in #gta, in their 40s, with massive stroke during admission for #covid pneumonia. The risk is real, for all ages.",21,573,1114,,,,,,
 rameshlaus,2020年12月22日,"#IPL2021 will start in April.. Whether, it will be held in #India or #UAE depends on the #Covid situation..",12,233,3605,,,,,,
 sfpelosi,2020年12月22日,"#BREAKING: 7 months after the House Democratic majority passed the #HeroesAct May 15, Republicans relented to direct #COVID relief and as a consequence the House has passed the covid emergency relief bill - a down payment for America’s families.",22,112,332,,,,,,
 JeffFortenberry,2020年12月22日,It's done. The budget & #COVID relief package just passed the House. Qualified individuals will receive $600. Those suffering from unemployment receive $300 in extra payments. And we continue funding the hugely successful Paycheck Protection Program to protect small business #PPP,65,9,15,,,,,,
 NishantPatel222,2020年12月22日,"Working on the state line of Illinois and Wisconsin, one of the only health systems in Winnebago county accepting Medicaid patients, we haven’t gotten a single dose of #COVID vaccine. As a physician I feel helpless 
 IDPH
 
 GovPritzker
 
 repsosnowski",2,1,6,,,,,,
 David_Leavitt,2020年12月22日,"18,473,716 U.S. #Covid-19 cases

EIGHTEEN MILLION AMERICANS INFECTED

326,772 Americans dead

THREE HUNDRED AND TWENTY SIX THOUSAND SEVEN HUNDRED AND SEVENTY TWO DEAD",26,89,209,,,,,,
 dianaberrent,2020年12月22日,"Ok I def didnt win ""Mom of the Year"" award.. it turns out creating the world's biggest #COVID movement 
 Survivor_Corps
 is v. time consuming 
My  list:
- For 14yo Zelda: a msg from a 
 GreysABC
 star cc: 
 KristaVernoff

- for 12 yo Spencer: a msg from his hero 
 DudePerfect

",1,1,8,,,,,,
 B52Malmet,2020年12月22日,"How can there be a 5,593 page #Covid relief bill that has NO funding for state and local governments?",94,333,1228,,,,,,
 ansamaha,2020年12月22日,"#longcovid day 271. Oxygen: 92, heart rate: 146. Both taken while just laying down. Headache, body aches, can’t breathe, terrible brain fog. Fuck Covid. #alberta #covid",15,2,37,,,,,,
 abc7marc,2020年12月22日,"The stress of the moment appears to ba wearing on Mayor Garcetti, choking up for a moment talking about the hope for the spring. #covid",5,4,41,,,,,,
 yogeshray,2020年12月22日,"Every time there are new challenges and yes challenges make expedition. As the is reeling under the pandemic,the biggest challenge is to keep #Antarctica #COVID free, this time we the members of #40ISEA are under quarantine prior to disembark for the icy continent 
 COMNAP1",1,2,13,,,,,,
 RepLBR,2020年12月22日,"So here's where we are - I just voted to pass our next #COVID relief bill along with an end of year spending bill. 

The package isn't perfect - no bill of this size and scope is- & while the direct payments are less than 
 RepMcKinley
 & I proposed, I voted yes. Here's why ",17,22,111,,,,,,
 MarlaTellez,2020年12月22日,".
 MayorOfLA
 using his #Covid briefing trying to convince Angelenos to stay home this holiday week:

 ""Your choices will save lives or lead to more deaths.""",17,3,30,date,content,share,retweet,like,Text
 MarlaTellez,2020年12月22日,".
 MayorOfLA
 using his #Covid briefing trying to convince Angelenos to stay home this holiday week:

 ""Your choices will save lives or lead to more deaths.""",17,3,30,,,,,,
 ATPE_JenniferM,2020年12月22日,"The new federal #COVID-19 relief package reportedly will extend paid sick & family leave benefits afforded under the FFCRA earlier this year, extending their expiration to March 31, 2021. Good news for #txed educators & other employees!",2,3,12,,,,,,
 willcaronforHI,2020年12月22日,"Good things about the #Covid relief package: 

• One-month extension of the eviction moratorium; 
• 15% increase in SNAP benefits that will last through June;
• Additional tax credit relief for low income families;
• Extended unemployment benefits;
• $600 > $0.",2,1,5,,,,,,
 kidneynerd,2020年12月22日,We’re at the point in the pandemic where I am being randomly accosted by strangers in the hospital who are demanding I tell them where the #Covid unit is so they can see “if the doctors are lying to us”.,4,2,9,,,,,,
 omarbula,2020年12月22日,"Do you trust 
 WHO
 & the role it plays in the current #COVID pandemic?",,,,,,,,,
 arayabaker,2020年12月22日,"COVID itself didn't kill 300k Americans—nations with universal health weathered it quite well.

It was a profit-driven healthcare system sanctioned by officials who called #COVID a hoax, let 300k die, sent the unemployed $1200 for 8 months, then lined up first for the vaccine.",1,28,49,,,,,,
 ptnassif,2020年12月22日,Can I get a retweet to acknowledge the underpaid hill staffers working endless hours to pass a #covid relief package to help millions of struggling #americans?,1,16,28,,,,,,
 CBCAdrianH,2020年12月22日,".
 VeraEtches
 - ""I'm disappointed w/ the decision by the provincial government to apply a 28-day shutdown on the city of Ottawa... I've asked the provincial govt. to reconsider a two-week shutdown for Ottawa..in consideration of the evidence of #COVID indicators in our community.""",2,9,25,,,,,,
 MoragForbes,2020年12月22日,"What breaks my heart about all aspects of #covid and #brexit is that the most vulnerable will be hit hardest. People who can’t stockpile food; who don’t have savings; who can’t move in with family; who rely on charity.
We are all in the same storm at sea but not the same boats.",1,22,80,,,,,,
 skydavidblevins,2020年12月22日,Northern Ireland Executive meeting now. It’s understood paper from Health Minister recommends advising against all but essential travel between GB and NI and between NI and the Republic. #COVID,11,27,90,,,,,,
 allancogan,2020年12月22日,"This 5,593 “relief” bill is a disgusting act of negligence. #Congress doesn’t care about any of us. Included in a #COVID relief bill is pork about the Dalai Lama’s reincarnation, Felony charges for streaming, allocation of funds for new Smithsonian museums, etc. OH & you get $600",4,9,17,,,,,,
 btckr,2020年12月22日,"Wow! Check out News Corp reporters & fan club, including MPs, piling into Dan Andrews, supporting Gladys Berijiklian on #COVID-19 actions.
Health care shd not be a political issue, but with News Corp everything is.
See tweets on #MurdochfreeAustralia.",20,151,445,,,,,,
 RepFiedler,2020年12月22日,"(1/6) Today, I began the process of re-introducing an eviction and foreclosure moratorium with my colleagues 
 RepInnamorato
  and 
 RepSummerLee
. 
People need stable #housing, now more than ever as we face the coldest winter months while #COVID is at a peak in PA.",2,10,35,,,,,,
 enriquevbjr,2020年12月22日,Update: I can slowly starting to smell things again #covid,2,2,11,,,,,,
 RavMABAY,2020年12月22日,"Remember: #MoscowMitch DID NOTHING for 240+ days while #COVID raged & killed more than 320,000 Americans. 

He gets NO CREDIT FOR passing this so called ""stimulus."" 

If it were up to him, #DavidPerdue & billionaire #KellyLoeffler, Americans would get ZERO. 

EPIC MORAL FAILURE.",1,13,35,,,,,,
 bannerite,2020年12月22日,"#Covid! #Covid #Covid It did not have to be like this! Denial isn’t just a river in Egypt! This is your greatest failure 
 realDonaldTrump",1,3,10,,,,,,
 JJKALE2,2020年12月22日,"I’ve lost any sort of desire to be conciliatory towards those who still say that the virus is fake. Fuck em.  

#MaskUp #COVID #covidnsw #Australia",1,,10,,,,,,
 kimdaceywbal,2020年12月22日,"If you’ve had #covid you should wait 90 days before getting the vaccine according to 
 UMmedschool
 doctors. You also can still be a silent carrier after the vaccine so you need to wear a mask and socially distance until we reach herd immunity #wbal",2,8,14,,,,,,
 PocketRocket_89,2020年12月22日,"Mental health hit a bit of a low bar in the flat because of the new COVID Christmas rules.I know other people are feeling worse or just as bad-if you want to talk,I am here for you.We can do this together  #MentalHealth #COVID #Christmas #Together #HelpOneAnother #LetsTalk #NHS",1,1,4,,,,,,
 okwoche,2020年12月22日,"#Nigeria government imposes new #COVID-19 restrictions: shuts all bars, nightclubs, pubs event centres, as well as recreational venues across the country. All restaurants were also directed to close, except those providing services to hotel residents, takeaways, home deliveries",4,6,16,,,,,,
 BetteMidler,2020年12月22日,"#GOPigs. A grasping, more selfish group has never been seen at the public trough. Said  #Covid was a hoax, refused to wear masks, spread the virus everywhere, refused pass a relief package till last night, then were first in line for the vaccine. #shameonRepublicanPigs",145,1191,5739,,,,,,
 VJShordee444,2020年12月22日,"I just can’t keep up with all these ppl losing loved ones to #COVID. It’s heartbreaking and I’m so phucking angry at 
 realDonaldTrump
. I can’t say want I want to say without losing my account.  senatemajldr is evil for being complicit. Republicans are heartless evil human beings",4,6,30,,,,,,
 MrsNoone47,2020年12月22日,"500,000 people have received their first dose of vaccine boasts 
 BorisJohnson
. Sounds great until you consider that there are 12 million over 65's and the vaccine only lasts 9 months, so the first people will need another vaccine before all the over 65’s are done.  #COVID",1,4,6,,,,,,
 theraffleboy,2020年12月22日,"How can 22 men be playing football in a Tier 4 area, with stewards and press etc in attendance, if this new variant is so bad in London?  #CHEWHU #covid",2,,4,,,,,,
 MrDash109,2020年12月22日,"Ontario #onpoli elected a dumbbell who ignored his own health agencies, allowing for weeks of spread of COVID-19, which he today like a clown tried to blame on 
 JustinTrudeau
 
 FACT IS Ford's stupid short sighted approach opened the door for outbreaks occurring right now. #covid",2,30,68,,,,,,
 DavidWa59907969,2020年12月22日,"BC will record their 6th weekend in a row with around 2000 #covid cases, about 50 more dead, some stupid catchphrases and Bonnie Henry plugging her upcoming book, profiteering off a pandemic.

It's the same movie every Monday.
#bcpoli 
 CDCofBC
 #bced",2,1,17,,,,,,
 Allen_Clifton,2020年12月22日,"The only way #COVID could have been an “elaborate plan to make Trump look bad” is if the people concocting this “plan” knew he would respond to it as horribly as he did. The truth is, had he just listened to experts and shown empathy, he would have easily won re-election.",13,11,111,,,,,,
 iPouya,2020年12月22日,"Some of the silliest takes on the MidEast:

—“MBS is a great reformer” #Khashoggi
—“Had it not been for #Iran, Syria wouldve been a democracy”
—“#Trump cares about Iranians”—as he tightens sanctions during #COVID
—“We must not leave #Afghanistan prematurely”—after 19 years of war",2,18,87,,,,,,
 dont_joshme,2020年12月22日,Anyone have any guidance on sending remdesivir through pneumatic tube systems? Thank you! #COVID #covidrx,1,1,2,,,,,,
 drmaggarwal,2020年12月22日,"Cardiology on the high priority list for #covid vaccine. Not the fellows? What about the residents? What are you all seeing? We have to fix this. 
 DrMarthaGulati
 
 ErinMichos
 
 ggvela
 
 gina_lundberg",15,4,36,,,,,,
 ShawnaLewk,2020年12月22日,"Based on the province's own modelling it makes zero sense to implement a lockdown AFTER the two of the biggest gathering days of the year. People will continue to die and 
 fordnation
 this is on you. #onpoli #covid",5,13,56,,,,,,
 cwtchcaerdydd,2020年12月22日,Thatcher was appalling but Johnson’s on another plane!! Fuck me what an atrocious PM and Govt we have! #JohnsonHasFailedTheNation #brexit #covid #absoluteclusterfuck,2,1,7,,,,,,
 coyknorth,2020年12月22日,"A Prime Minister with the primary welfare of the people at heart would immediately delay #Brexit 
But #Boris #Johnson cares only for placating the ultra right fanatics hell bent on delivering their Brexit fantasy - compounding the #Covid chaos. 
Outrageous and unforgivable.",2,4,10,,,,,,
 RealMikeLarson,2020年12月22日,"Quite the reversal, n'est-ce pas? 'Member what I said earlier. Fiscal. Monetary. Combination of both. Doesn't matter. ""Money Flood"" out of D.C. coming either way and Wall Street knows it. Vaccine rollout also blunts impact of initially scary #COVID headlines to some degree",2,1,4,,,,,,
 DavidJonesMP,2020年12月22日,"Spare a few thoughts for the truckers, both British and European, unable to make the crossing from Dover to the continent because of #COVID. These guys are literally the wheels of trade. Bunked down in a cab is no way to spend Christmas.",18,5,52,,,,,,
 Mike_Fabricant,2020年12月22日,"Beyond slow approval, “the #EU appears to have bought (#Covid vaccine) too little, too late and at times from the wrong producers.”
German Health Minister Jens Spahn says there will initially only be 400,000 vaccine doses for all of Germany.
Source:  Der Spiegel ",36,98,232,,,,,,
 FlukieBlogs,2020年12月22日,"#COVID-19 #skynews #bbcnews India  has banned the British people from entering, if the UK  banned the Indian's from entering the UK , we would be racist",1,,1,,,,,,
 DaniTVNews,2020年12月22日,"Plus as world shuts its doors to #UK because if new #covid #variant what does this mean for travellers? Talking to 
 lisaminot
 at 6:30 
 5_News",3,3,4,,,,,,
 JerryHicksUnite,2020年12月22日,"If I lived in Scotland I would want another Independence referendum.

And I would vote YES for #ToryIncompetence #BrexitIsland #COVID
#IndyRef2NOW #Scotland #BorisJohnson",1,9,27,,,,,,
 DaniTVNews,2020年12月22日,"Join me for special programme #Covid #Christmas how worried should we be about new #Variant which is spreading fast. Talking to 
 LindaBauld
 
 dgurdasani1
 at 6:30 
 5_News",1,3,8,,,,,,
 iandonald_psych,2020年12月22日,"Asked if schools will go back in January with the new #covid variant. 
 BorisJohnson
 reluctant to do that. It looks like schools might not be going back as expected.",5,11,18,,,,,,
 Ells85,2020年12月22日,"Why is he smirking? And I don’t care that it’s Macron’s birthday. No offence Emmanuel. And Grant Shapps can do one, snivelling little weasel.
ALL THE SWEAR WORDS.
#covid #BrexitIsland #covidbriefing",2,1,17,,,,,,
 HeathertheHeron,2020年12月22日,“Everything’s under control. Everything’s marvellous. Everything’s great. Everything’s wonderful. Don’t look at my hair. Happy birthday M Macron.Jolly japes.” .....Give me f***ing strength. #PressConference #covid #brexit #JohnsonHasCrashedTheNation,2,2,15,,,,,,
 ElderGrizzly,2020年12月22日,"Boris thinking he has provided a solution:

- we had 500 lorries on the motorway, now we have 500 lorries in a big field

He thinks this is a victory, rather than solving the problem that is causing 500 lorries to be there in the first place 

#Dover #Kent #Covid",6,3,26,,,,,,
 AClineThomas,2020年12月22日,"Per 
 NYGovCuomo
 request 
 British_Airways
 has agreed to require pre-boarding #covid testing for all flights to JFK after the UK identifies a new, more easily spread strain of the virus. The same request was made to 
 Delta
 + 
 VirginAtlantic
 - awaiting a response. 
 CBSNewYork",1,2,5,,,,,,
 GeeKinqest__,2020年12月22日,"NCC and whoever sanctioned the NIMC registration on all Sims should be charged with deliberate murder .
If after Alausa scenero today, #Covid-19 figure does not rise, then I wash my hand off anything coronavirus, cause its means NCDC has been inflating figures .",3,2,3,,,,,,
 haivri,2020年12月22日,"Today I tested #covid negative (healthy) for the 2nd time in a month. Not much fun getting a long q-tip pushed up your nose and down your throat. But, better to stay safe and protect those around me. I will get the vaccination as soon as I can get an appointment.",2,5,47,,,,,,
 KevinUncensored,2020年12月22日,"Congress passed a $900,000,000,000 #covid stimulus package.

328,200,000 (population of the US)
x $600 (Coronavirus stimulus payout)
__________
196,800,000,000

Where he hell is the rest of OUR $700 Billion going?

.",16,35,69,,,,,,
 anilkapoor60,2020年12月22日,"Welcome 2021 with New Corona Pro. 

Do this, don't imitate irresponsible bjp leaders like Modi

1. Wear Mask
2. Maintain Social Distancing 
3. Use sanitizer or wash hands

Covid19 or Covid-pro is here to stay. 
#COVID20 
#Covid_19 
#COVIDIOTS 
#COVID",1,26,41,,,,,,
 germanocean,2020年12月22日,"Just been in my local Post Office and told you cannot send ANYTHING to destinations outside the UK. Has this ever happened before, even in war time? #covid #coronavirus 
 PostOffice
 
 RoyalMail
 #postoffice",5,5,3,,,,,,
 julianHjessop,2020年12月22日,"Another really bad reason to extend the #Brexit transition period ...

... temporary French #covid blockade threatens supplies of Christmas essentials like, er, lettuce and cauliflowers  ",9,14,71,,,,,,
 marevaraves,2020年12月22日,"Who’s doing reporting on nursing home COVID handling (particularly in Chicago)? 
 city_bureau
 
 WBEZCuriousCity
 
 monicaeng
 
 maudlynei
 
 d_holli
 
 SouthSideWeekly
 
 HechaEnChicago
 #COVIDreporting #COVID",5,1,9,,,,,,
 JasMatta,2020年12月22日,"Thank you 
 HardeepSPuri
 ji for quick decision of suspending fights from UK till 31Dec. from tmrw keeping in mind the new mutant of #COVID.",,,15,,,,,,
 Rajj8990,2020年12月21日,Tough times ahead ! #Master to miss release in major countries especially #Europe ! #Kerala theaters yet to take a final call on reopening ! Above all #Covid has taken a new strong birth in #UK ! Fingers crossed ,4,27,136,,,,,,
 himantabiswa,2020年12月21日,"Sad to share the demise of three #COVID patients~ Karna Khatniar (75) of Barpeta; Madam Kafle (73) of Sonitpur and Samser Ali (66) of Kamrup Metro. 

Condolences and prayers. 

Om Shanti",27,44,526,,,,,,
 SueBadeau,2020年12月21日,"#Grinchmas2020 award goes to 
 FlyFrontier
 for #poorcustomerservice canceling my daughters #christmas flight, re-booking with overnight layover (no hotel) during #COVID and not allowing for credit or voucher to be used in 2021 #NeverAgain #neverflyfrontier",2,1,1,,,,,,
 mahobili,2020年12月21日,InshaAllah Usman Buzdar will survive this #Covid,8,1,40,,,,,,
 richardcalhoun,2020年12月21日,"#Covid19 

Are you like me tired and exasperated by all the conspiracy theorists that have sprung up on the #MSM

Question:
Do you believe Govt is lying and deceiving us over #covid in collusion with Bill Gates /Davos et al to bring about some great global reset.",,,,,,,,,
 sttbreakingnews,2020年12月21日,VERY LIKELY THAT PFIZER VACCINE WORKS AGAINST U.K. STRAIN: EMA $PFE #coronavirus #COVID19 #COVID #CovidVaccine,5,12,93,,,,,,
 krisfade,2020年12月21日,"Wear your mask. It's such a simple request. To see and still hear people argue this point, blows my mind. I just heard of another friend losing their father to #Covid #WearAMask",3,4,20,,,,,,
 benclatworthy,2020年12月21日,"BREAKING: Spain becomes latest country to ban UK arrivals (bar citizens and ex-pat residents). 

- Meeting in Brussels on unified EU approach ended without conclusion 
- More than 30 countries now barring UK flights
- Many bans likely to be extended in coming days

#travel #covid",24,70,184,,,,,,
 seagertp,2020年12月21日,"What convinces you that ANYone in this world can make a #COVID calculation like ""70% more contagious"" AND that this person might be found in the United Kingdom in Dec 2020?

Maybe it's the latest breakdown in #Brexit negotiations.

Or is this timing just a coincidence to you?",2,,8,,,,,,
 LesleyHustler1,2020年12月21日,The teacher I work is in her 20s and has just been admitted to hospital with Covid complications. She developed symptoms in the last week of term along with several others. She has a husband and a 4 yo. This is what happens when the schools were left open. I’m so angry. #COVID,15,15,55,,,,,,
 meganne121,2020年12月21日,"I was thinking, heretically, re #Covid, that it might be good for our national psyche if we tried to develop a more rational and mature acceptance of the fragility of life, and the inevitability of death.",1,2,5,,,,,,
 RichardWatts01,2020年12月21日,"On 14 December Islington’s #Covid case rate was 161 cases per 100,000 residents. Today it’s 543 per 100,000. We’ve seen cases in the borough more than doubling in a week. Please act now to stay safe.",4,31,44,,,,,,
 SchenolS,2020年12月21日,"We have to learn to live with the #covid virus. Its not the first and won't be the last one!
But of course we must protect the old and the sick ones!
But it is unacceptable that the majority have to suffer from the incorrigible #COVIDIOTS through #Lockdowns!

 #Mutation #COVID19",6,1,10,,,,,,
 naumanuhk,2020年12月21日,"The new variant of #COVID has spread quickly in London.

UK's Health Secretary said the new strain ""was out of control"". 

Most concerning element is that it is rapidly replacing other versions of the virus & may dodge the full effect of the vaccine, leading to ""vaccine escape"".",2,7,24,,,,,,
 patrickpost,2020年12月21日,"Mild drama at #Warrenpoint post office just now: NO more post accepted to Ireland or anywhere else in Europe, neither parcels nor letters. Latest in the new #Covid strain / ports shut. People annoyed waiting in line.",3,4,3,,,,,,
 aalkermd,2020年12月21日,"I would like to see a politician stand up and say, “I am not getting the #COVID vaccine until I am certain every healthcare worker in the nation is provided the opportunity to be vaccinated.” 

This is leadership. If I were a politician, this is what I would do.",1,2,32,,,,,,
 derpman47,2020年12月21日,"Reminder that this british #COVID #Mutation is a VARIANT, not a STRAIN. The differences are very minor, and are insufficent to subvert immunity.  Variants happen easily for all viruses, but to become a new strain a virus must go through recombination w/major mutations",1,4,11,,,,,,
 B52Malmet,2020年12月21日,"President elect Joe Biden and Dr. Biden will get a #covid vaccine today. According to an NPR/PBSNewsHour/Marist survey, 61% of Americans say when available, they will, too. People who won’t: supporters of Trump, people who live in rural areas, and people without college degrees.",39,151,681,,,,,,
 Realoilsheikh,2020年12月21日,"Kaduna people, please practice the social distancing & avoid violating any #covid guideline. Any Lockdown won't be funny.

#COVID19 #secondwave #Covidisreal",6,24,107,,,,,,
 rabbitaway,2020年12月21日,"3/ Is this too much to fucking ask for ?
#Covid rant over.",1,1,3,,,,,,
 abbyyoungpowell,2020年12月21日,"A few of us have set up a Whatsapp group for EU residents and nationals currently stranded in the UK. Idea is to share information and support each other. If anyone would like to join, or knows someone who might, DM me! 

#flights #EU #flightban #uktravelban #COVID",9,23,30,,,,,,
 GrahamGGrant,2020年12月21日,"‘The buck stops with me’ says Sturgeon on the #Covid #vaccine. Remember that in May. Or whenever the election happens. Mind you, she said the same about #education - and she’s still in office.",16,60,270,,,,,,
 The_Truth_II,2020年12月21日,Now it seems you can't even drive your car without permission. What the hell have we let happen? #covid #tyranny,2,3,10,,,,,,
 ellymelly,2020年12月21日,"So - #China has killed nearly 2 million people with their little viral lab bat screw up. Does anyone remember the #UN bringing sanctions against them? Or maybe a slap on the wrist? Cross words? Eviction from the #WTO for bullying? Anything?

#covid #wuflu #xijinping #ccp #who",53,91,400,,,,,,
 Flyingtastic,2020年12月21日,"🛇Stop flights to & from #UK to #Pakistan, immediately.


 sayedzbukhari
 
 official_pcaa


 Official_PIA
 
 PakPMO
 
 fslsltn

#Be_AResponsibleCitizen
#Covid_19 #COVID #COVID",1,6,5,,,,,,
 ACLU_NH,2020年12月21日,NH has a #COVID crisis in our prisons and jails. We’ve been saying since March that these facilities were tinderboxes for COVID-19. Ending mass incarceration is a matter of life and death. #NHPolitics,3,9,18,,,,,,
 LeftwardSwing,2020年12月21日,"It's amazing how #COVID has shown that America is completely unequipped to handle a pandemic. It's literally exposed the failures of this country & society. From education, to healthcare, to things like economics & greed. 
This country is #1 at failing.",3,24,68,,,,,,
 HamidMurtada,2020年12月21日,"The multiple layers of uncertainty caused by #COVID is messing with our lives in an incredibly overwhelming way. It’s not only taking away the lives of our loved ones, it’s also taking away our sense of security and our ability to have a steer. Nothing makes sense anymore. ",1,14,29,,,,,,
 JoePajak,2020年12月21日,"UK #Brexit #Covid crises poll

A simple question as we approach the New Year.

Given all the issues we face regarding #Brexit and #Covid, should the UK government seek an extension to the Brexit transition, until #Covid is resolved by #vaccine rollout?

Please vote and retweet.",,,,,,,,,
 joshjmac,2020年12月21日,"Flash: Vatican's doctrinal office issues note saying it is ""morally acceptable"" for Catholics to use #covid vaccines derived from fetal cell lines when other vaccines are not available.",13,97,297,,,,,,
 ColemanDM_vasc,2020年12月21日,"Excited to see vaccination efforts ramp up this week at 
 umichmedicine
!! Incredible holiday gift and hope for so many resilient frontline HCW! Grateful to see those at highest risk (age/health) and those in the trenches fighting #COVID (including our house officers) prioritized!",1,5,48,,,,,,
