name,date,content,share,retweet,like
RichardScribbl1,12/06/2021,"You can send van loads of police officers to ""sort out"" some women holding a peaceful vigil for Sarah Everard on Clapham Common, but you can't  investigate an alleged Xmas party in Downing St held during #Covid restrictions.",20 ,406 ,1209 
RACGP,12/06/2021,"General practice has passed the 20 million milestone for #COVID-19 vaccine doses! Thanks to all the hard working GPs, GPs in training, receptionists, practice nurses and other team members who helped make it happen.",14 ,39 ,263 
ScouseIndieMum,12/06/2021,"Torn between leaving my suicidal daughter alone and coming to work so I don’t loose my job is absolute torture, people are dying from loneliness and isolation just as much as covid. People need human contact #Covid #Merseycare #papyrus #isolation",10 ,19 ,62 
rupashreenanda,12/06/2021,"#JustIN In all,27 people've been admitted to LNJP. Of these,17 are #Covid positive.10 are their contacts. Genome sequencing of 12 has been done of which one is a confirmed #Omicron positive as preliminary report indicated: Delhi Health Min 
@SatyendarJain
 

#Covid #Omicron #Delhi",1 ,25 ,51 
REI_BJP,12/06/2021,"Indiana Covid deaths just passed the population of Logansport. So the Indiana Covid deaths would be Indiana’s 39th largest city. Next up, Seymour.
#covid #indiana",2 ,19 ,38 
ElouiseKelly_,12/06/2021,"Spent the better part of last week in Lagos and everyday Lagosians are unbothered by #COVID. When you’ve experienced the density of the city it’s difficult to understand how everyone is not sick. The hotel I stayed at has the signs, no mask no entry, but it’s not enforced.",3 ,2 ,3 
w_karve,12/06/2021,"#Omicron
Hope there is authentic information from govt rather than ""experts"" giving confusing opinions and advice on TV #Media and #SocialMedia

____
#COVID19 #Covid #OmicronVirus #OmicronVariant #Omicronindia #covidvariant #travel #India #Pune #CovidVaccine #MaskUp #CAB #health",3 ,1 ,6 
LEllsworth,12/06/2021,"When I go into a grocery store (not often during #Covid) I prefer to shop at ten p.m. No lines, and few people. And really peaceful.",2 ,1 ,14 
JoshFrydenberg,12/06/2021,"#BREAKING: 
@ANZ_AU
 job ads have risen to 222,000 in November, their highest level in over 13 years and are more than 44% higher than pre-#COVID. 

ANZ said the ""the latest ANZ Job Ads data signal a sharp rebound is imminent.""",176 ,29 ,126 
ui000009,12/06/2021,"943 confirmed cases reported in 46 countries including #India (21) 

#Covid #Omicron #Omicronindia",2 ,6 ,13 
litecoin_bull,12/06/2021,"While #Bigtech hide our accurate #Covid predictions just know over 500 doctors come out against the ""Vaccine"" NOT Vaccine. 

Why wont #FakeNews Put This On!

Well My Friends, Two Of The Doctors Are Nobel peace prize winners and another nominated.

You Cant Make This Up!",2 ,18 ,54 
B52Malmet,12/06/2021,Hippos have #covid. Their runny noses was the clue. What are we doing on this planet anyway?,70 ,145 ,774 
ISeiferheld,12/06/2021,"Ok so when we’ve worked our way through all 24 letters of the Greek alphabet naming #Covid variants, will the 25th then be named Alpha Alpha?",1 ,,1 
B52Malmet,12/06/2021,"Please send some love to our healthcare workers on the frontline in a surge that has another spike coming. They are stepping up day after day while we keep stepping. The virus is relentless. Working with patients who are so sick, some still denying #covid, is beyond exhausting.",26 ,246 ,849 
cathimon,12/05/2021,#COVID PPE - have seen plans saying goggles & faceshield in healthcare settings when high community prevalence - what evidence is out there / what is the added benefit of goggles if a full faceshield is worn?,4 ,2 ,3 
iChongqing_CIMC,12/05/2021,"China will maintain its zero-tolerance policy towards Covid-19, which served the country remarkably well. What do you think about this measure? We would like to know your thoughts.#COVID19 #Covid #zerotolerance #China #Covid_19 #quiz",,,
arndutt,12/05/2021,"#JustIn: India reported 8,895 new covid cases in last 24hrs. Also, 2796 DEATHS!!! The sudden spike in the number of deaths is frightening 
#COVID19 #death #Covid #Omicronindia",6 ,8 ,13 
rebecky_schrdr,12/05/2021,"Remember how USELESS it was to have ""smoking sections"" in restaurants? It didn't work, because smoke travels in airborne particles. If one person smokes, the whole restaurant is impacted...and smokers don't have the ""right"" to impact air quality for everyone else. Now sub #Covid.",4 ,13 ,112 
evil_cam_newton,12/05/2021,"#Georgia Football  Omicron #COVID

            heard a lot about it
            not as bad as earlier versions
            won't affect Alabama",1 ,7 ,45 
rebeccagrants,12/05/2021,"Antonio Brown suspended 3 games impact to team = 0

(If)

Aaron Rodgers suspended 3 games plus the one they lost that he already sat out with covid impact to team = they don’t make playoffs. 0-4

#covid #consistency #notequal #packers #greenbay #TampaBay",5 ,6 ,45 
ThatTimWalker,12/05/2021,Moulin Rouge cancelling its press night shows #Covid is still impacting hard on commercial endeavours. If Johnson is serious about saving business - let alone Christmas - he needs to implement the hardest of restrictions NOW.,17 ,99 ,522 
beninghone,12/05/2021,"The good news about Uk temporary ban on Nigeria…

No entry for our Ajala travel..
@MBuhari
 
 
Oya come and go treat yourself now let us see… yeye leaders!

#COVID #Omnicron #travelban",3 ,5 ,11 
wastelessme,12/05/2021,A few months ago I was diagnosed with #arthritis I suspect triggered by #Covid/#LongCovid - I started out with breathing & gastro issues 03/20-severe inflammation-biome decimated-2 weeks ago I was diagnosed with #sibo it feels like a chain reaction #IFeelItInMyGut am I alone?,8 ,7 ,32 
PaulSommerville,12/05/2021,"Regardless of #Covid, Ireland should have respected the Common Travel Area as #UK has done, If we thought changes were vital we should have done in conjunction with UK after mutual agreement,not solo run -poor decision making + very short sighted 
#CTA",1 ,5 ,58 
dave1agar,12/05/2021,"Standing in my local pharmacy for my scheduled booster. Horrifying close contact in a mix of covid vaxx, flu vaxx and covid testing. #COVID",9 ,10 ,62 
cygnus_321,12/05/2021,"U.S. #COVID deaths this week:

Monday: 514
Tuesday: 1,648
Wednesday: 1,748
Thursday: 1,528
Friday: 1,352

(Data that's deliberately never presented or discussed by anti-vax, pro-mass infection activists.)

Source: worldometers dot info",2 ,2 ,5 
DemiDives,12/05/2021,"When I went to Dubai a few weeks ago, a PCR fit to fly was about £34 and the result was back in about 5 hours. In the UK, a test with that quick of a turnaround costs at least double that. I am all for testing, but the money involved is unjustifiably. #covid",4 ,1 ,4 
B52Malmet,12/05/2021,"Remember when “flattening the curve” was a thing? Now it is wave after wave of #covid. Delta surges as #Omicron is spreading through communities. This time last year, we were hanging on till the vaccines were available. Who knew 60 million of us would be so incredibly idiotic?",73 ,168 ,805 
OgbeniDipo,12/05/2021,"If you know the covid test centres that run a 24 hour service in Lagos or Abuja please share their details. Many people will need them tonight because they’ll have to scramble on a flight to the UK before 4AM on Monday to avoid paying £2,285 plus other bills. #Covid",68 ,577 ,924 
ddanpereira,12/05/2021,"If #MarjorieTaylorGreene is talking about #Cancer & #Covid, then I know its going to be Fucking Stupid!! That’s her brand and its becoming the Republican brand  too! #MTG said she is not the fringe of the #Republican Party, but she is the base! I can agree with her on that!!",5 ,19 ,90 
RobynVia,12/05/2021,"Average #Covid deaths in #USA 900 / day
Average #Covid deaths in #Canada 20 / day 

What does that tell you?",2 ,3 ,7 
TabeenahAnjum,12/04/2021,"#Rajasthan

Despite rising #Covid-19 cases & #Omicron scare around (with suspected 9 cases, alone in Jaipur), three political rallies are scheduled to be held here in Jaipur. The rallies by BJP ( Dec 5), BSP (Dec 6) & Congress ( Dec 12) - are expected to attract huge crowd.",1 ,6 ,39 
ootyLeela,12/04/2021,"#saturday ... #salaryDay.. (tirupur follows weekly salary) 

Business is going down, day by day.
Labour costs increases dY by day.

How to run business on this troubled #covid times?!?!",4 ,2 ,6 
ellymelly,12/04/2021,"Daniel Andrews' pandemic bill should have been called, 'super safe taxpayer-funded #covid-proof-cage for the gullible, neurotic, paranoid, and tyrannically-inclined'.

#Melbourneprotest #vicpol #dictatordan #COVID19",15 ,36 ,208 
LongCovidTeach,12/04/2021,"This week I have been diagnosed with #Fibromyalgia triggered by #Covid/#LongCovid . I feel utterly, utterly broken.",163 ,265 ,1447 
DxGuySA,12/04/2021,"There is something amazing called NATURAL IMMUNITY.

Mainstream science has discarded natural immunity altogether because from the beginning the goal was to vaccine all 7.9 billion people with multiple doses as per Bill Gates.

#omicron #vaccination #covid #MandatoryVaccination",7 ,21 ,31 
sovividyadharan,12/04/2021,"#Kerala: 1707 teachers and non teaching staff in schools have not yet taken #Covid vaccine in the state informs General Education Minister V Sivankutty. Highest number of unvaccinated school staff in Malappuram district.
(1/2)

@NewIndianXpress",6 ,9 ,14 
catladyactivist,12/04/2021,"Just sitting here chillin' with my legs feeling like they're being stabbed relentlessly with a billion tiny needles, thanks to my delightful post-Covid neuropathy. 

Just a cold, though, right?
#COVID #LongCovid #COVID19 #FridayFeeling",2 ,7 ,31 
canteach,12/04/2021,PSA from 2020. Don’t go on an international vacation during a pandemic. Especially to countries where #Covid is running wild. Especially with your unvaccinated kids.,9 ,21 ,195 
CoinRavi,12/04/2021,"Above 95k $ December closing 

And we will  kiss the Top 125k 135k $ before enter in bear market..

Don't panic just hodl 

#Bitcoin 
#Covid 
#cryptocurrecy 
#HODL",35 ,60 ,129 
aharbo,12/04/2021,"Am I the only one who thinks New York City shouldn't be crowding people into conventions, concert halls, parades, tree lightings, and Times Square on NYE? 

We're not new at his. We know what's coming. #covid #OmicronVariant",1 ,2 ,3 
PlasticJesus9,12/04/2021,All those people screaming about big pharma stock price during the pandemic are the ones who remain completely silent about military hardware company stock prices during a war.  #covid #StockMarket #military #PENTAGON #pharma #vaccine,2 ,2 ,7 
angusreidforum,12/04/2021,"Unvaccinated travellers over 12 can no longer board a plane or train in Canada.

Is this the right move?

#canada #travel #covid #pandemic #omicron #delta #vaccine",,,
ChristosArgyrop,12/04/2021,"I was asked whether there are minimally disruptive solutions about #covid recently. 
The answer is there are, but should have been taken weeks ago when many were jerking off to offramp fantasies. Mild disruption, as mild as the  #NecronOMICRON & the Delta #Krampus is imminent",4 ,14 ,107 
sumanthraman,12/04/2021,The news on #Omicron is mixed. There is more evidence of breakthrough and reinfection. The transmissibility is much higher than Delta. Saving grace is that so far no evidence that the disease it causes it is more severe than #Delta . Need to wait for 2-3 weeks to know. #covid,34 ,39 ,381 
phlegmfighter,12/04/2021,I’m observing this habit at signout: “Mr. X is a 48 yo *unvaccinated* male with #COVID.”  Goes to show you how politicized #vaccination has become - we never did that with #influenza #moralizing #judgment #judgenot,21 ,2 ,31 
absolutelyallan,12/04/2021,"I have not seen a single article, let alone a Scientific reference which shows how any of the diagnostic tests used in Australia distinguish between the various #Covid mutations. How then have they detected #Omicron in AU & how did it arrive, if only vaxxed are entering?",2 ,2 ,2 
WalleyRay,12/04/2021,"8 million #covid vaccines given 2.8 million by general practice Well done General Practice Ireland #beagp 
@ICGPnews
 
@IMO_IRL",6 ,22 ,222 
BetteMidler,12/04/2021,"How many people did #TyphoidTrump knowingly infect with #Covid after he tested positive last year? Between that & producing Don Jr., Eric & Ivanka, it seems like #trumps fluids are hell bent on destroying the world.",777 ,1140 ,8171 
OletuEdu,12/04/2021,"Anuwa.!

More sex ohainingwa metitano

Be Safe Guys
Condomise
#COVID-19 IS STILL AMONG US",1 ,3 ,12 
RobertCStern,10/20/2021,"I called Ted Cruz's's office asking to make an appointment to talk with the Senator about my blood pressure. They told me that the Senator was not qualified to give medical advice and that I should call my doctor. So I asked them to stop giving advice about vaccines.

#covid",734 ,12000 ,68000 
johnsonl698,10/21/2021,"Double jabbed, 29 and otherwise healthy - caught #Covid. But yet my lungs can barely cope and I’m in hospital with it. This virus is still really potent and people should be taking it far more seriously.",468 ,1892 ,5266 
UnwantedGuest3,10/27/2021,It’s been 600 days since I went down with a mild case of #covid. In this time I have experienced the most terrifying and relentless illness in #longcovid. Thankfully I do feel better these days but in some ways I’m a shadow of the man I used to be. Some highlights from 600 days:,278 ,2796 ,6821 
Iloveautumn2,10/17/2021,I am so ashamed of England! So many.many people happy to condemn 800-1000 people every week to a horrible death for want of a few simple precautions to keep everyone safe. How can they do it? We are not living with #Covid but dying from it - with no end in sight.,94 ,1003 ,3269 
B52Malmet,10/27/2021,"So my cousin has been vaccinated & boosted. She had her teeth cleaned by a dental hygienist who is not vaxxed and gave my cousin #COVID. A breakthrough infection, broke through 3 shots. My cousin is livid. She is contacting everyone she has seen since her dental appt.",1407 ,2982 ,12000 
BobHS,10/21/2021,Is the Government's handling of #Covid actually starting to look 'more cull than cure?',148 ,445 ,1582 
B52Malmet,11/01/2021,"Reminder that when Biden did not have a peaceful transfer of power, he also inherited a raging pandemic with 500 thousand dead Americans, survivors with long #covid, a tanked economy, miles-long food lines, a destroyed government. He has already built back better given all of it.",125 ,1832 ,5431 
Iloveautumn2,10/21/2021,"I'm sorry but people who won't take the most basic precautions of masks in enclosed spaces, sensible distancing, vaccinations when available etc are all complicit in the unacceptable level of #Covid deaths in the UK. You are all responsible for these deaths.",63 ,233 ,1088 
derekobrienmp,10/21/2021,"2 out of ten Indians have been fully vaccinated against #Covid 

2/10.",104 ,310 ,1655 
ShelaghFogarty,10/20/2021,"Plan She: 
- mandatory masks in public indoors
- open windows and doors
- distancing awareness
- hand washing
- socialise outdoors if possible
- limit size of social groups indoors/ventilate
- ventilate
- ventilate ….
#covid",110 ,162 ,1083 
ChrisJNeedham,10/28/2021,"Things we've lost since the #covid pandemic & our governments' response to it began:

Freedom of movement
Freedom of thought
Freedom of speech
Bodily autonomy
Critical thinking
Proportionality
Transparency
Humanity
Empathy
Courage
Reason
Privacy
Friends
Family
Hope
Time
Life",12 ,129 ,270 
Iloveautumn2,10/28/2021,"It's funny how people have blinkers on about #COVID deaths. ""Oh they would've died anyway"" is not an acceptable response. Stealing years of life from people for want of everyone wearing a mask in enclosed spaces is still voluntarily killing people as far as I'm concerned.",8 ,49 ,120 
ChrisReason7,10/15/2021,"#BREAKING Don't book the tickets just yet...! Word from Canberra that Fed Govt may be about to throw a spanner in NSW plan to ""open to the world"". Feds want all stranded Aussies home first, no tourism IN or OUT until then. PM to speak soon. #covid #strandedAussies #auspoI",240 ,425 ,1642 
MimiJ9,10/23/2021,"The Government line is

“Well it’s all going as expected, we knew we would hit this many cases, it’s all very normal, no need for any measures”

This is not normal

#covid",19 ,78 ,224 
ChrissieGrech,10/25/2021,All those MPs who voted to allow shit to be discharged into our rivers and seas are in direct and flagrant breach of the #NolanPrinciplesOfPublicLife. They are in no position to talk about #OnlineAbuse. They literally voted to kill us. #Covid is present in faecal plume.,4 ,115 ,220 
EbonyJHilton_MD,10/15/2021,"Them: 99% of people w/ #COVID survive. 

Me: Oh, really. Then what is 1% of 320,000,000?

When you suggest all Americans should just “get COVID” instead of the #Vaccine make sure you do the math first.",18 ,108 ,489 
toryboypierce,10/26/2021,Will Labour change its tune now Cabinet Office papers show switching to #covid Plan B will cost the economy £18bn,1045 ,286 ,940 
PatsKarvelas,10/31/2021,Those Vic numbers going down is just he Halloween gift  #COVID,56 ,20 ,943 
LongCovidKids,10/24/2021,"1/2 Group Post 
""My 8 yr old had asymptomatic #covid 6 wks ago but has gone downhill ever since. The major issue is her stomach - nonstop nausea, she’s never hungry. whenever we can persuade her to eat something she has terrible gas. She’s losing weight and is really low energy.",25 ,118 ,276 
Anna_Soubry,10/23/2021,Shopping in #MnS #WestBridgford - majority of us wearing masks. Con MPs may not understand the need to cut #Covid infection rate but voters have.,86 ,247 ,2002 
BriefcaseMike,10/29/2021,A now rare sighting of the that once ubiquitous 'R' Number. It's risen this week to between 1.1 and 1.3. Not good. #Covid #BBCNews,7 ,114 ,188 
mini_bubbly,10/14/2021,"Let's do a comparison with two provinces in Canada #COVID:

Saskatchewan - 1.17 million people - had 72,730 cases of COVID - 4,450 active cases - 753 deaths
Nova Scotia - 979,449 people - had 7,033 cases of COVID - 187 active cases - 98 deaths

The pop is closely matched /1",9 ,56 ,136 
JamboAldo,10/04/2021,"The time has come for a full and thorough audit of 
theSNP
 run Holyrood by the UK Government. The devolved assembly has failed to allocate fully the #Covid funds awarded to it to the tune of £2 billion or plus. Devolution has failed and it is time to reassess. #SNPcorruption",18 ,176 ,544 
OffGuardian0,10/28/2021,"Anybody else remember the #Covid ""sniffer dogs"" who could smell the virus in people?

What happened to them?",114 ,99 ,379 
wmiddelkoop,10/20/2021,"How many #Covid promises, by our dear leaders, have turned out to be fake (news)?!

#onlytwoweeks
#onlytwoshots",32 ,135 ,717 
SadafJadran,10/19/2021,"31 days later, my Mumma beat #COVID",86 ,6 ,961 
mrsZoflora,10/14/2021,"My last rant of the day, why didn't the government and #NPHET  suggest a free antibody test for everyone in the country. why are they hell bent on the #PCR testing.  Why then list every cold and flu symptom as #Covid.",33 ,28 ,239 
AndyOstroy,11/01/2021,"So you like #Trump “because of his policies”. You mean the record debt & deficits? The trade wars? The Russian attacks & bounties on our troops? The #Covid denial? Or maybe the misogyny & racism? Or the lies, election-stealing & attacks on our democracy? Or insurrection? Hmmm.::",47 ,99 ,364 
Mayor_Bowman,10/30/2021,WPG is leading in MB w/ 89% of eligible residents being fully vaccinated against #COVID. That’s great! Let’s get it over 90%. Getting vaccinated is the right thing to do to protect one’s health & our community. It’s also how we support our health care heroes working in our ICUs.,6 ,28 ,371 
AndyOstroy,10/24/2021,"'It's MY body! MY car! MY decision! If I want to buy MYSELF a few drinks and then drive in MY car that's MY right! It's a PERSONAL health choice! It's about my FREEDOM!'

Insane, right? Well that's how #Covid non-vaxxers sound when they refuse to accept they pose a risk to others",7 ,56 ,224 
bmracingclub,10/14/2021,Not sure allowing interstate riders to come into Victoria to ride in the Cox Plate and Melbourne Cup sends the right message for the sport.Too many families are being constantly denied to travel to see loved ones or for critical health reasons currently.Too many rules bent #Covid,50 ,17 ,280 
MiaforSC,10/23/2021,"We’re FINALLY seeing a downward trend in #COVID-19 cases ...praise God! 

But we must stay vigilant by getting vaccinated and wearing masks.   

We will get through this if we work together and LISTEN TO THE SCIENTISTS!",4 ,37 ,104 
showmekittys,10/21/2021,4th wave has reached our Witsuwit’en community. Pray for our elders to be safe. Our knowledge keepers are paramount. I mean pray in the most indigenous way #covid #wetsuweten,7 ,20 ,126 
MelissaLMRogers,10/30/2021,"More than 1,900 fully vaccinated + partially vaccinated people got COVID in Ontario in the past 14 days

#Canada #Ontario #Toronto #Covid",26 ,101 ,236 
joancooke5,10/22/2021,"Sad to recount that we had to walk out of one of our favourite restaurants in Dundrum due to overcrowding and intense heat.
#Covid
#SocialDistancing",35 ,16 ,422 
ALCOLA,10/15/2021,"Did someone forget to tell 
Dom_Perrottet
 that you can still catch and transmit #Covid even if vaccinated. Positive cases in NSW will start going up again about 1 week after 1 November.",15 ,80 ,180 
ebonymagnus,10/07/2021,"in case anyone missed it, I have #covid. VCH called me this morning re: contact tracing. during the call I learned it is my responsibility to notify my close contacts & instruct them to self-monitor for 14 days. I asked and the caller confirmed that this is standard practice...",36 ,172 ,383 
BradTakei,10/05/2021,"Are you listening, anti-vaxxers? 
#mood #covid #getvaccinated #funny #gifts #ad",,,
hopefullizzy,10/18/2021,"Many people seem to think the outcomes of #covid are either death, or recovery. 
You are so wrong. 
You could easily get covid tomorrow, and never be healthy again. Be so ill you have to give up work, family time, hobbies, etc, either for years, or forever. 
Just making you aware",19 ,125 ,393 
Wendy_Bacon,10/10/2021,I’m not saying I have immediate answers but I am saying that I find it disturbing to hear talk about importing #health workers for #COVID without raising an ethical issue of depleting other nations’ scarce  resources. How selfish/insensitive to global inequality are we? #auspol,100 ,293 ,1509 
ThatTimWalker,10/20/2021,"Keir Starmer shows at #pmqs he got the memo that #Covid has now joined the list of words in Johnson’s Britain where least said, soonest mended.",24 ,160 ,923 
kimKBaltimore,10/05/2021,"So now that it’s been confirmed that the Pfizer vaccine isn’t guaranteed after 6 months, are the bulk of the vaccination cards NYC requires expired?

Proving your #COVID vaccination status has become one of the dumbest ideas in US history.",46 ,240 ,1110 
Comrade_Otoa,10/10/2021,"Everyday I see a business closing, I see many livelihoods going under. We have spoken a lot about resilience and forgotten empathy. #Covid has dealt a massive blow to many entrepreneurs but one day they will RISE",10 ,68 ,265 
UNMHSC,10/14/2021,"#COVID edition:

“I’m not getting vaccinated because: 

I’m doing my own research: 

I’ve already had COVID so I don’t need a vaccine: 

Ivermectin: 

I saw on Facebook…”",6 ,30 ,117 
Moby011,09/29/2021,Only turned on 10min ago. Why is it a knock Victoria program. There are other states. NSW has stuffed up #covid from the start and has spread the diseases all over Australia  #TheDrum,13 ,59 ,195 
DNeurosx,10/09/2021,"When you last saw the #covid cases update ?? Or do you Remember those extrapolated mathematical models predicting doomsday for India in September-October ??

India with >90 crore vaccination doses terminated third or every next #COVID19 wave …",16 ,52 ,313 
peterdaou,10/21/2021,"The #Delta surge is gradually subsiding, but more than 1500 people a day are still dying of #COVID in America.",16 ,30 ,148 
ambkcsingh,10/21/2021,"What’s Indian TV doing tonite. Some discuss “special treatment” for 
iamsrk
 son. Others cheering 100 crore #VaccineCentury!  But who will ask: why did gov delay reaction to #Covid & hold stadium rallies for US Pres Trump or push states to pay. Or why treat mere user as drug don?",28 ,162 ,697 
grahambsi,10/21/2021,"No statement regarding #Covid from 
UKLabour
 or the 
LibDems
 ? The Tories admit we will have 100,000 daily infections soon! Wake up 
Keir_Starmer
 
EdwardJDavey
 for heaven’s sake!!!",21 ,188 ,480 
_lokeshsharma,10/30/2021,"#Rajasthan #CoronaUpdate

3 #COVID19 cases reported
Out of which 1 from #Jaipur 
 
Today's #Recovered1
0 𝗰𝗮𝘀𝗲𝘀 𝗶𝗻 30 districts
No #COVID related death
𝗔𝗰𝘁𝗶𝘃𝗲 𝗰𝗮𝘀𝗲𝘀 are 32
Recovery Rate is 99.05%

Plz remain alert & follow protocols
Get double vaccinated",16 ,115 ,241 
MaralynParker,10/18/2021,"What is Morrison doing about getting that third vax for us? 
As Dr Norman Swan says (
abcsydney
) - they’ve had lots of time, what’s the plan?
Is this going to be another huge fail for the LNP? More unnecessary deaths?
#boostershots #thirdVax
#LNPfail #ScottyDoesNothing #COVID",14 ,133 ,529 
LukaszukAB,10/05/2021,".
albertateachers
 showed leadership by endorsing mandatory teacher #COVID vaccines. School Boards showed leadership and mandated them. AHS did the same in healthcare. But Kenney frightened of his own caucus is too scared to mandate UCP MLAs to vaccinate. Pathetic. #AbLeg #abpoli",7 ,134 ,412 
carolmswain,10/27/2021,Facebook has deemed an article I posted about #COVID-19 as partially false and now totally false today. I would like #Facebook to post their “scientific articles refuting Dr. #Mercola’s work. We the People are sick of censorship.  #Biden,10 ,78 ,322 
carolmswain,10/30/2021,Please sign up to receive Dr. Mercola’s studies directly to your email inbox.  He presents the latest studies on #COVID-19 and the adverse effects of the #jab. #Mercola #COVID19vaccine #bigtech #BigPharma,13 ,63 ,191 
Horror1403,10/06/2021,"Could a journalist at the 
DanielAndrewsMP
 lectures ask why he was so confident of the short and sharp hard and fast 7 day lockdown only 8 weeks ago but now admits we have to open up and live with #covid?In essence he’s admitted that all the lockdowns this year have been futile",50 ,120 ,715 
CarolineLucas,09/29/2021,"Starmer’s speech will apparently say Government is “lost in the woods”. That might convey something of Tory incompetence, but does nothing to capture their systematic impoverishment of so many, criminal failure to protect people from #Covid, & much else. Not so much lost as cruel",23 ,85 ,470 
NickDWhitehead,10/04/2021,".
RishiSunak
 is lying through his teeth. Global shortages, my arse! In the EU supply chains are working just fine, because they managed #Covid much better and they have much less friction in trade because of the single market
#r4today",11 ,104 ,216 
smitadeshmukh,10/10/2021,"#MVA has called bandh tomorrow.
Rapes, corruption scandals, delays in infra projects, Palghar Sandhu lynchings, crumbling healthcare, losses due to #covid in our state do NOT make us angry.
Yet another pathetic attempt to keep hardworking people at home.",4 ,55 ,210 
smitadeshmukh,10/24/2021,After outraging over fuel prices (which is destroying their life!) libbies are all set to push multiplex viewing for #Bollywood. But aren't these tickets expensive? Can middle-class families badly affected by #covid losses afford it? Btw aren't the most recent movies trash?,4 ,51 ,278 
HelenBranswell,10/21/2021,"1. The #ACIP meeting on #Covid boosters is about to begin. Day long meeting. It will be interesting to see if they try to put some guard rails up around a pick-your-own-adventure booster process that 
US_FDA
 seems to have green lit. 
I will try to live tweet, but no promises.",17 ,176 ,403 
AaronFlener,10/09/2021,"HUGE UPDATE: My girl Shelia 
delta
 in Detroit airport got me a seat on the 8:35 am flight to Lexington AND got my bags rerouted. I tried to pay her but she wouldn’t take it. I wanted to hug her but #Covid. Instead I just praised her and thanked her and told her #CatsBy90",29 ,14 ,1214 
AreuCathy,10/27/2021,"A teacher friend found out today that “Tony” (a teacher at his public HS) died of COVID. Yes, the HS had 37 + cases. Now, 36. Yet, FL schools are still open at 100%. My friend didn’t know Tony had COVID. He can’t quit. How do FL teachers & students sleep tonight, 
POTUS
? #Covid",13 ,72 ,226 
PTI_News,10/25/2021,"A total of 556 students of various government, private schools tested positive for #Covid between September 27 and October 25 in Himachal Pradesh: Official",5 ,66 ,461 
tara_kiran,10/01/2021,"Like many parents, I'm struggling to understand why the Ontario government is so strongly against using rapid testing to prevent the spread of #covid in schools.

THREAD",82 ,612 ,2159 
Sjopinion10,09/28/2021,"The #msm are a scandalous disgrace on this #petrolcrisis #fuelcrisis reporting … 

They have run out of legs on #covid #Brexit #Afghanistan #economy so they create

This is media creating newscycles from no news 

It is despicable !",144 ,318 ,2500 
AriMelber,09/23/2021,"You  do have the right to *believe* you drive better when you are drunk.

That doesn't give you a legal right to actually drive drunk, because personal freedoms hit a legal limit when they endanger other people.

#liberty #freedomofthought #covid",69 ,615 ,2705 
helenjwc,09/21/2021,"I don’t know about anyone els, but I’m finding this post-lockdown, pretend-it’s-all-over situation significantly more stressful than any other #Covid period.",46 ,70 ,536 
ddanpereira,09/29/2021,"The Pope is mandating #COVID vaccines for anyone who works at the #Vatican! No Religious Exemptions accepted! For workers who dont get vaccinated, they will be regularly tested & possibly have their hours reduced! Thank you to the #Pope for setting a good example for the World!!",9 ,123 ,393 
CarlosFdeCossio,10/01/2021,"US senior officials should be honest. No offer of vaccines or humanitarian aid of any kind has been offered by the US to #Cuba. In fact, the US found in #COVID an ally to further punish Cubans and their standard of living. They should be brave and aknowlege it.",11 ,142 ,202 
MelissaSweetDr,10/12/2021,"So yesterday was a HUGE day for public health, not only in NSW but nationally, with widespread attention on how leaders marked the easing of public health restrictions. #AusPol #publichealth #COVID",13 ,166 ,385 
RitaCosby,10/05/2021,"Tonight at 10:10pm on 
77WABCradio
 Investigative Journalist 
jsolomonReports
 #JustTheNews gives his take on #Biden Agenda & Senator #Sinema Bathroom Harassment. PLUS I take YOUR calls on #NYC #Teachers #VaccineMandate & #Fauci’s #Christmas #Covid comments.
Call: 800 848 9222",13 ,86 ,68 
peterdaou,10/01/2021,"NEWS: Kavanaugh tests positive for #COVID 

#SCOTUS",98 ,115 ,820 
Sarahbu72,09/24/2021,If you haven’t taken part in #FollowBackFriday then what are you waiting for? #brexit IS causing the problems that were predicted regardless of #covid. If it was COVID then the rest of Europe would be in the same predicament #FBPE #Europe,133 ,353 ,928 
kdurquiza,10/01/2021,"2,491 people in the US died from #COVID today. We are about to pass 700,000 gone. My dad was one of them. 

We launched 
MarkedByCovid
 to help impacted families connect. No one should go through this loss in isolation. 

Please RT to help us find others.",43 ,830 ,1268 
ThatTimWalker,09/29/2021,"As with #covid - and so much of what this government mishandles - there are unseen and unacknowledged casualties of the #petrolcrisis: vulnerable and frail people in outlying areas whose careers, NHS workers cannot reach, for instance.",4 ,44 ,172 
PaulivW,10/07/2021,"Sheesh. People are angry about the #Covid #vaccine, hey?
What happened to “my body, my choice”?
Feels more like “My body, my choice; your body, also my choice”.

All this abuse and my 5G is wonky, I’m not magnetic & no one wants to take control over my life decisions or my job.",24 ,27 ,230 
electroboyusa,09/23/2021,"#COVID deaths are being covered up in our country and most of these deaths are in Florida and Texas.

Are you shocked?",282 ,765 ,2280 
electroboyusa,10/02/2021,"Maybe as many as 900,000 #COVID deaths, the worst pandemic in the history of the U.S. and the #GQP was silent when Trump told us it was a hoax and held super spreader rallies which infected more Americans.

We will remember each of you who stood by him when we vote in 2022.",33 ,536 ,994 
