name,date,content,share,retweet,like
AlmostMedia,12/21/2021,"I’m vaccinated and I have #covid 

So maybe we shouldn’t moralize",30,5,97
MarcKernerMD,12/21/2021,"Let’s be brutally honest. 
@potus
 had no plan to deal with #covid and has been an utter failure in managing this pandemic. Wrong advisors. Wrong info. Failure. 
@molsjames
 
@P_McCulloughMD
 
@PierreKory",3,9,63
KteacherBx,12/21/2021,".
@NYCMayor
 
@UFT
 schools are sooo short staffed due to this pandemic! Staff absences are insane! Teachers/paras are leaving early because they’re getting phone calls about their kids’ schools closing! All DOE schools should be closed this week!! #nycschools #covid #CloseTheSchools",1,9,50
efgneal,12/21/2021,Successfully booked my 10 year old in for his first #COVID . He’s been asking for months when he can have it. He’s looking forward to hugging his Babushka again.,6,2,54
Kon__K,12/21/2021,"For those asking how I and my mum feel the day after my #covid booster? Fantastic. Zero side effects. Excited for Christmas. If you’re eligible please get your booster, don’t wait.",33,35,808
IAmTehran,12/21/2021,"Did you know #fentanyl kills more Americans 18 to 49 than #covid AND the price of tea in #China has risen significantly...

You may be asking yourself what do fentanyl deaths have to do with the price of tea in China? I ask myself what do they have to do with Covid deaths?!",3,2,17
M_Vanderwerf,12/21/2021,"Just a little update on the student/staff #COVID count at my son's high school in highly vaxxed Montgomery County, MD
Last Thursday: 2 new cases
Friday: 10 new cases
Today: 19 new cases
School is open through Wednesday...",4,15,29
WNYT,12/21/2021,".
@govkathyHochul
: New York state has broken another daily #COVID record: 23,391 cases.",10,5,6
InfertilityWars,12/21/2021,Do people act like #covid doesn't exist around you too? I feel like I'm the only one that is cautious around here!,3,,16
KatieMagnet,12/21/2021,"Super helpful to tell me #covid is just flu . ( flu virus attacked my heart needed a transplant 6 years ago) .
Just crack on dont be scared . 3 years ago pleurisy wiped me out for 3 weeks. 
All I want is for people to respect my space. Socially distance. Thank you .",10,11,231
brianvastag,12/21/2021,If you get #covid we don't have good data on your odds of developing a disabling illness afterwards. It's a roll of the dice. Some people will get better over 6-12 months and return to health; some will be sick for life. The only way to prevent it is to not get covid.,2,54,207
Anna_Soubry,12/21/2021,"The current #Covid crisis is having a dreadful impact on the mental health of millions of people - those living alone in Covid isolation, cancelled Christmas plans with loved ones especially for our burnt out #NHS workers. And spare a thought for hundreds of small businesses.",20,49,347
asdindiana,12/21/2021,"Covid cases surge- omicron variant has been said to be very mild - its winter, more ppl are indoors- ppl get sicker in winter with anything- why are western nations clinging on to #Covid when it appears less severe version going around??? #Tyranny #Control",7,3,19
TheB1GB,12/21/2021,"#Ottawa #Covid
312 new cases
4 people in hospital (down 1)
0 (ZERO) people in ICU 
#VaccinationsWork
#Vaccinate",3,4,18
LEXIT_Latino,12/21/2021,"#FunFact

More kids suffered from #SchoolClosings than from #Covid",1,2,3
AlStewartOBE,12/21/2021,"#Covid 
""The cabinet has spent two hours today discussing whether further measures are needed & decided not to decide anything"".",14,4,24
MelissaLMRogers,12/21/2021,"Hearing that students in Quebec including high school are being sent HOME today. Supposed to go till Wednesday this week. Exams this week too. Not sure what’s happening with them. OH, and already announced school closures for the new year. CRAZY 

#Canada #Quebec #Covid #Freedom",7,16,45
jenn_fo,12/20/2021,"Signing off for the night, Twitter fam. I'm having a rough time of it with all this #Covid shit. Feeling helpless, frustrated, and frankly infuriated. Rather than hate tweet, I'm gonna go to bed.",9,2,67
jorymicah,12/20/2021,"$100 for a rapid #covid test in America over the counter during a pandemic thanks to capitalism & #JenPsaki mocks the idea of sending Americans free covid tests while sick, poor & disabled people wait in lines outside in the cold for hours to get tested

America is a failed state",13,8,36
bgold_gmi,12/20/2021,#Covid is back.  Time for rallies to resume.,2,1,7
qldhealth,12/20/2021,"We’ve had a total of 59 new #COVID cases overnight.

• 49 new locally acquired cases - 16 linked to a known case, 33 under investigation
• 9 new interstate acquired cases
• 1 new overseas acquired case",63,77,241
BHuminskiSW,12/20/2021,Doomscrolling Twitter and wondering how we’re all going to get through this. #medtwitter #psychtwitter #therapytwitter #covid #uncertainty #rhodeisland,2,,6
Faussenurse,12/20/2021,"Left my number on the 
@VanIslandHealth
 public health COVID testing system… It has been over 36 hours… no call-back yet… Luckily, the local pharmacy had rapid tests and it’s negative. 

When looking at #BC’s #COVID numbers, remember that the plan is to throttle testing .",6,24,82
felft,12/20/2021,"Watching the rest of the world on #covid it's like accepting science and its advice. Here it's just about profit, business and protecting the #LNP. Australia is totally screwed right now #auspol",2,14,47
dumbassgenius,12/20/2021,"Hey grandmas, grandpas, aunts & uncles!
A fun thing to do!
Change your will to state that if you get #Covid while your kid or niece or nephew is unvaxxed, they get nothing. Tell them at Christmas.",2,5,15
MarkJeffery4,12/20/2021,"Astonishing - 
@CanterburyDHB
 population now at 98% 1st dose and 94% 2nd dose #COVID vaccination rates!",9,23,318
RickySalas_,12/20/2021,"So if I’m understanding this correctly, We’re about to see an uptick in COVID cases. Data analysis from wastewater has proven to be a reliable source. When there’s a percentage increase of COVID in waste water soon the number of positive cases will go up. #Covid #Houston",1,1,3
iowapolitics,12/20/2021,"Both Warren-MA and Booker-NJ announced today they each tested positive for #COVID. So as noted by others when Warren's news was known, Dems could not have passed BBB in Senate this week even with Manchin's vote since there is not proxy voting in the Senate.",8,48,144
SammiStitches,12/20/2021,My booster is scheduled for the 23rd! #gettingBoosted #covid #vaccinate,22,2,128
muso1947,12/20/2021,"Stand up & stand tall people of NSW.  Face down this virus like our PM.
Such is the pathetic advice from our State Premier. 
Don’t listen to Perrottet. 
Stay at home where possible.
Socialise AFTER this dreaded Pandemic.
Protect the most vulnerable. 
#Covid  #Omicron",4,6,10
LSedger,12/20/2021,"Just booked my Pfizer #Covid-19  booster vaccination for next week 29/12. 
Thankyou #Pfizer
Thankyou #Science.",2,1,15
metuka49,12/20/2021,I bet if Covid caused erectile disfunction the majority of Western mankind would be vaccinated today. #covid #omicron #vaccines,1,1,4
Allison58243728,12/20/2021,Would love to just wake up one day to discover that the last 2 years were just a dream and everything was back to normal!#wishfulthinking #NoVaccineMandates #freedom #Covid,2,1,13
SamHigson2,12/20/2021,The witch trials in Europe and in Salem (America) between 15th and 18th centuries are explained as due to mass hysteria. Pretty sure we're living through something similar in our covid response. Crazy. #OmicronVariant #COVID,1,1,8
CharlizeTheroff,12/20/2021,"Dear #Sydney:

#Covid is going to explode thanks to the jesus botherer someone elected 

#Perrottet",6,8,15
Wade_Burleson,12/20/2021,"I respect anyone who chooses to take the therapeutic shot(s) for Covid. I even encourage the obese, elderly, and health compromised to take it.  However, people like me - healthy with disease-recovery full-range antibodies - politely decline such therapy. We're doing well. #Covid",11,,12
HmoobCrypto,12/20/2021,"Caught #covid again a 2nd time. Same time around my grandfather's death last year. Sigh, what a nightmare. I hope I have the antibodies to fight this through.

#OmicronVarient #Covid_19 #COVID19

We really need a lockdown for months on out. Call for #UBI #BasicIncome 


@Fwd_Party",1,1,2
VinDeitch,12/19/2021,"Gotta say, watching this Colts-Patriots game, I haven’t seen one fan in the stands wearing a mask as we plunge into this potentially perilous period. What am I missing? #Covid #pandemic #Omicron",3,1,6
kamcc71,12/19/2021,"Someone just replied to one of my tweets to our esteemed Governor to talk to me like I’m an idiot to make sure I know no children in #Vermont have died of #COVID.

Oh. Yes.
Because 21 months in we know everyone is dead OR 100% fine.

That’s definitely how this works.

#LongCovid",4,1,25
clearticulation,12/19/2021,Time for a nurses strike!  Or at least refusal to admit any politician or person who promotes the spread of #Covid #Domicron,1,1,2
Adita_Ferrer,12/19/2021,Can’t tell if there are more sirens or if I’m just noticing them more. #NYC #covid #Omicron,3,1,13
BridgetCondon_,12/19/2021,"Matthew Stafford says he doesn't think anyone could have seen this coming (talking about the rapid increase of positive #COVID results across the league). He thinks the #NFL handled the situation well. Today was the first time #Rams did any ""football movements"" since Monday.",3,7,14
LizKershawDJ,12/19/2021,"90,418 new #Covid cases in UK this Sat
Lower than Friday's 93,045 
But a rise of 67% wk on wk 

33% of cases are now in London where 40% are not vaccinated

Covid deaths have fallen by 5% wk on wk
to 125 - from last Saturday's 132
This time last year in 2020 we had over 1000/day",12,7,45
GrandmaShark18,12/19/2021,"Stop getting angry at the Doctors for alerting all of us to #Covid #Omicron and how contagious it is. Omicron Covid are there, Protect yourself and family. Yes there will be fools ignoring medical alert. We always have fools in society. 
@mehdirhasan",1,1,1
R1ch1e5,12/19/2021,"Can’t the UK get out of the shower and realise it was all just a bad dream?

#BrexitHasFailed 
#Covid",2,4,15
rebeccagrants,12/19/2021,"I would have really liked watching #Memphis #CollegeBasketball today but due to #covid, it was cancelled.",5,2,26
chrismbbcsport,12/19/2021,"#BREAKING. 
NSW taking no further #Covid measures.
Everyone urged to get booster shot. #Sydney #Covid_19

@abcnews",4,8,26
mollyschreiber,12/19/2021,"Well, my husband tested positive for #COVID. He feels awful but breathing seems to be ok. I’m hoping we’re one of those great stories where no one else in the house gets the virus and everything is just fine. Not having a vaccine response has me pretty scared tho.. #Rheum",31,3,85
20thCenturyDan,12/19/2021,"But then this is the Morrison National Covid Plan in action. Everyone has to catch it, and if you die, or someone close to you dies, it’s ‘Gods will’. What a Christmas present these idiots have given us. A plague upon all our houses.

#saparli #auspol #covid",1,4,12
Adonis131,12/19/2021,"You are between 4-6 times MORE likely to experience #myocarditis after 
#Covid infection, than a Covid vaccine. 

And we’re talking about approx. 1-10 in a MILLION in any case. 

Every club needs to be having these conversations with players at every level of the game.",5,2,16
DebKilroy,12/19/2021,"Had #covid March 2020 & tested positive for 104 days
Still today I have on going health issues Today my chest is tight & difficult to breath So back on steroids

Don’t muck around with this virus 

Go get vaccinated to save your life & others 

It’s not about you 
#LongCovid",22,352,1489
MaireadCavanag2,12/19/2021,The #Covid_19 pandemic has created a situation of mass trauma where we are literally all on some level #trauma survivors. What would  trauma-informed #healthcare and #healthpolicy look like? #traumainformed #COVID #MentalHealthMatters #PTSD,1,1,10
TheRog590,12/19/2021,"On 
@FAN590
 tonight 7-10 due to #Leafs postponement with 
@SNSAlli
 please join us! Poll question - given the current #COVID situation, should #NHL players pull out of the #Olympics? Please comment too!",,,
WendyMoyle2,12/19/2021,Thank you everyone for your concern. I am pleased to report my negative #COVID result. Mask on and shopping list ready.,4,1,26
UncleBillyMoney,12/19/2021,"Hi 
@greg_folkers


As 
@NIH
 Chief of Staff for 30 yrs, can you explain why the #HIV cure has been suppressed for decades?

Now the same is being done to the ""COMPLETE CURE"" for #covid

#Fauci testified Under Oath #CLONE3 works

5 Int'l Labs confirmed; Harvard Duke etc

$ENZC

#AI",2,20,54
KTLA5AT5,12/18/2021,"A new survey finds 2 in 3 Americans feel closer to their families than ever before, thanks to Covid. Do YOU have a stronger family bond since the pandemic started? #covid #pandemic #family #holidays #polloftheday #ktla5at5 
@PedroRiveraTV
 
@chercalvin
 
@KTLA",,,
SarahDeNicolo1,12/18/2021,Melbourne Showgrounds #covid testing is packed and it’s 730am,2,1,2
_mattjensen,12/18/2021,#Covid ain’t ever going away. Like ever. Just like the flu. Flu is spread all over with asymptomatic people. Nobody blinks an eye. Just open everything. Stop all the bullshit shutdowns. Ppls businesses won’t be able to survive. Make ur health a priority. Get vaxxed if u want…,3,3,12
mmusJu,12/18/2021,Be careful out there folks - somebody I know #FullyVaccinated and #Boosted (over a month ago) and #flu jab - mild cold like symptoms but no aching +ve #lft waiting for #pcr test #covid #Omnicron,5,8,13
WynnWs,12/18/2021,"The US is now averaging 121,707 new Covid-19 cases each day, according to Johns Hopkins University. New case rates have been holding steady over the past week (up 3%), but at levels last seen in September at the end of the summer surge #Covid_19 #Covid",4,4,15
JeekMediaGroup,12/18/2021,"Sheffield hospitals full, 300 we’ll patients ready for discharge but no room in social care system to take them. None of that is COVID related just underfunded healthcare system and standard winter pressures! #covid #OmicronVarient",1,1,1
SteveScottNEWS,12/18/2021,"BREAKING: 
@GovKathyHochul
 says #NY reported its highest single-day positive #COVID total of the entire pandemic era Thursday, with more than 21,000 positives cases. 
@wcbs880",2,10,3
GretchenSPeters,12/18/2021,"Just this week, new data shows deaths from poisonous pills have outpaced #covid for people under 45. This $hit is moving through #socialmedia. I'm not talking about some teen with a grow farm in his closet selling joints on #instagram. I'm talking about deadly pill factories.",1,9,26
JulesBass6,12/18/2021,Anyone know where I can find real-world data on #COVID vaccine #myocarditis in kids 5-12? I know this was a concern early on. Wondering what the data show and if the concern has panned out or been alleviated?,4,1,5
EbonyJHilton_MD,12/18/2021,"#MedicalProviders, pop quiz:
A) Are some viruses known to cause #Cancer?
B) Are some viruses known to remain #Dormant & reactivate later?
3) Are we unsure if #COVID will behave like viruses in question A & B above?

If “yes” to all, STOP calling #Infection of any severity #mild",3,39,116
P_Ratchford,12/18/2021,"Being called an “anti-vaxxer” is rapidly turning into a compliment. 

#Covid_19 #COVID",2,2,12
fergalkeane47,12/18/2021,Took a PCR test yesterday in pharmacy and it came back negative. Symptoms last night and positive home lateral flow today. Self isolation for Christmas. #Covid,106,17,259
EbonyJHilton_MD,12/18/2021,"Most emotionally draining thing to do is go back & forth w/ “good-hearted” people over dangers of #COVID, necessity of #Masks, importance of #Vaccines/#Boosters. If you have not witnessed someone struggling to breathe, or watched them die, you do not realize how triggering it is.",3,26,136
WIBC_EricBerman,12/18/2021,"Thu's record low number of open ICU beds, due to 170 beds taken out of service entirely, does not appear to be an anomaly. Today's total beds are up slightly, but the number of open beds slips to a new low of 270. #COVID patients occupy 752 ICU beds, 8 fewer than yesterday.",2,2,7
mcconnot2,12/18/2021,"Unpopular opinion: The #Restrictions announced this evening wont be enough. More will come. Absolutely baffled that schools remain open. On a scientific level, that makes no sense at all. #covid #NPHET #ireland 
@RemindMe_OfThis",2,2,5
Victrix75,12/18/2021,"If you are still in doubt about whether  #Covid exists, just look what’s happening to the #football teams.  Something that doesn’t exist,  would not cancel football matches.",1,1,3
sallylockwood,12/18/2021,"#Ireland has new #COVID restrictions from Sunday until end of Jan

8pm closing for all pubs, restaurants & hospitality 
 No indoor events after 8pm
 50% capacity allowed earlier in the day 

Devastating news for so many businesses already struggling",3,1,18
drmwarner,12/18/2021,"Ontario's critical care system is transferring #COVID ICU patients among hospitals to create capacity for the coming surge.

The system is doing its part to prepare.

Meaningful capacity restrictions will help blunt the coming wave so we can maintain capacity for all patients.",118,148,787
TonyMonaco,12/18/2021,"Just when the #Habs get hot with a one game winning streak their tilt vs Bruins tomorrow night has been postponed because of #Covid Protocol. #Leafs have won 2 in a row and face the red hot #Canucks tomorrow in Vancouver who have won 6 in a row under Bruce Boudreau. #NHL 
@NHL",1,3,4
DanielNewman,12/16/2021,I'm getting my #Covid Booster Today  I've never been so excited to get stuck by somebody!!! ...Well,13,6,145
ndtv,12/16/2021,"#BREAKING | EU medicines agency (EMA) recommends two new #Covid treatments, Kineret and Xevudy.

(AFP News Agency)",3,12,152
abi_butcher,12/16/2021,"Just landed back in the UK and I am devastated that the political situation is going to ruin the travel and ski industry. This cannot go on. We have to learn to live with Covid. I'm so sorry for everyone who's Christmas is now ruined by Bojo V Macron 
#ski #travel #covid",17,6,90
louied777,12/16/2021,"Just finished 8 hours writing the full 3 hour interview between 
@joerogan
 and 
@P_McCulloughMD
 into timestamps with the vital segments.
7 pages, 3500 words.
Hoping to put it out today! 

Who's ready for some truth?!

#DrMccullough #COVID #VaccineSideEffects #MandatoryVaccination",5,7,19
AlStewartOBE,12/16/2021,"#Covid
‘For the moment there is little sign of a bulge in hospitalisations – & every reason, from the South African experience, to hope that the outcome will not be nearly as gloomy as last night’s press conference would suggest’.

@spectator",61,50,260
LMartinezABC,12/16/2021,"Army says 98% of soldiers vaccinated. 3,864 have refused the #covid vaccine, 6,263 others still awaiting ruling on request for exemptions.",2,12,16
thelovelysarah,12/16/2021,"We sang it in France
 And we sang it in Spain
 Now we sing it at home,
 'Cos they're postponing again!

#LEITOT #COYS #EPL #Covid",3,8,97
atrembla,12/16/2021,"The discordance between emerging information on #covid and #ableg and 
@CMOH_Alberta
 decisions and (in)actions continues to boggle the mind. 

Before each news conference I am thinking ""this is it, today is when they start taking control of the situation"". Each time disappointed.",1,3,19
Wakeup95627408,12/16/2021,"When all those people calling for more restrictions and lockdowns finally leave their homes, they are not allowed to be surprised when their local businesses are shut down and their communities destroyed. 

You actively supported the destruction of these businesses.

#covid",1,2,2
ExeterChelsea,12/16/2021,"Breaking : I’m told the three players that have tested positive for #Covid are 

Romelu Lukaku
Ben Chilwell
Callum Hudson-Odoi 

#Chelsea | #CHEEVE | #PremierLeague",6,91,91
IAmSophiaNelson,12/16/2021,"Your reminder to be kind to everyone you meet. People are going through it. #Covid has messed up people emotionally. Taken 800,000 lives since 2020. People need kindness. A good word. Some joy. True Friendship. Do what you can to offer it and to receive it. #ThursdayThoughts",6,36,172
euanbrys0n,12/16/2021,"What is the point in being in Scotland being in the Union for “financial security” if, when we need said security we simply can’t get it because the UK Prime Minister is too scared of his back benchers to act.

Disunited Kingdom at its worst. 

#Covid #Omicron #IndyRef2",13,164,355
_lokeshsharma,12/16/2021,"#Rajasthan #CoronaUpdate

26 #COVID cases reported
Out of which 11 from #Jaipur
Today's #Recovered19 
0 cases in 27 Districts
No #corona related death
Active cases 267

Maintain #COVIDAppropriateBehaviour
Don't lower your guard
#WearAMask
#WashYour
Keep__
#StaySafe",28,152,267
GlennBBC,12/16/2021,"On Tuesday 
@scotgov
 told the BBC in writing that the regulations behind new #covid protections for retail and hospitality would take effect from 00.01 on Saturday

The first minister 
@NicolaSturgeon
 has just told 
@Douglas4Moray
 #fmqs it will be 00.01 Friday",370,120,145
branwenjeffreys,12/16/2021,"I’m interested to hear from teachers who have had #Covid this term - and who are willing to talk to me - it’s clear workforce issues will be the biggest challenge in the new year for schools 
@NEUnion
 
@NASUWT
 
@ASCL_UK
 
@NAHTnews",46,82,92
SueSuezep,12/16/2021,"The Vaccine Manufacturing and Innovation Centre was launched in 2018 using public money. The centre develops vaccines to help the UK deal with pandemics like #Covid 
The Financial Times has just EXPOSED the govt’s secret plans to SELL OFF this crucial vaccine manufacturing centre",3,43,38
CanadianKelli,12/16/2021,"1 year ago 2day was admitted to hospital w Covid. 02 sats high 70's-mid 80's. taking few steps to bathroom was a struggle. STILL having issues from it. Get vaccinated, get boosters, wear a mask, keep your bubble small. #covidsurvivor #covid #nurse #longcovid #PASC #CSC #postcovid",1,1,10
joelymack,12/16/2021,"So many ppl in this waiting room here with a companion of some sort - despite the sign saying ‘strictly radiotherapy patients only beyond this point’. Was the same yesterday. Bit disappointed in WGH tbh. 
#Radiotherapy #Covid",26,17,220
RadioBoston,12/15/2021,"Today on #RadioBoston: talking to strangers on the T: have you done it? Do you want strangers talking to you on the T? What would you do if someone did? Does gender, #COVID or something else influence yr experience? Tweet us below  
@MBTA
 #boston #Massachusetts #bospoli #mapoli",2,3,5
_lokeshsharma,12/15/2021,"#Rajasthan #CoronaUpdate

20 #COVID cases reported
Out of which 2 from #Jaipur
Today's #Recovered29
0 cases in 25 Districts
1 corona related death
Active cases are 260

We need to remain alert
Disciplined behavior, following rules is required to win this battle
#StaySafe",19,126,276
Lawyer4People,12/15/2021,"Any drop-in clinics in Edinburgh CC/Bruntsfield/Marchmont way? Currently have appointment in Jan, but keen to get it before then. Any info/suggestions welcome. RT. 
@lucynorris1
 #covid #edinburgh #BoosterJab",6,3,1
athenalamnisos1,12/15/2021,"Do wave back if you HAVEN’T got #covid ! 

Feel like I’m in a select (currently) virus free group….",21,1,34
RichardScribbl1,12/15/2021,You either close the borders longterm to avoid importing new #Covid strains or you keep up pre-departure tests for inbound passengers. Bouncing random ideas off Cabinet ministers in response to new outbreaks seems the least productive way to achieve success.,1,1,2
naretevduorp,12/15/2021,"As I travel around my corner of the Red state of Missouri...

Masks are a rare sight indeed.
 
Meanwhile, #Covid is surging again and hospitalizations are rising.

The only thing more scarce here, than mask sightings, is common sense.",6,24,106
lucrezianews,12/15/2021,"My good friend, who lives in Cape Town, told me today she saw a person pushing another in a wheelbarrow to get medical help for #Covid, wearing tin foil over their faces because they can't afford a proper mask. The stark reality for so many. We can't begin to imagine.",28,94,776
steffbbrown,12/15/2021,"2021 continues to deliver. 4 hrs out from Gr 6 graduation #cancelled #covid - Kids ushered into hall never to return to PS they’ve known as home! No farewell. No closure. Promised Grad in ‘22.  But time would have passed - too many milestones missed.   
@JamesMerlinoMP",6,1,10
JohnMcArts,12/15/2021,"Through the whole of the last 2 years, I've never known a moment when so many friends, colleagues & acquaintances either:

(a) have #covid, or
(b) are waiting anxiously on test results

This isn't specific to one area - it seems that way right across the UK",2,,8
fredsirieix1,12/15/2021,"Several friends have fallen ill with an unknown virus. Symptoms similar to #covid One was in hospital and now recovering at home. All PCR tests negative. Do you have an explanation 
@xandvt
 ?",45,15,134
FantasyYIRMA,12/15/2021,"nothing says Christmas more, than wrapping up nice & warm, putting on some Festive tunes…

and driving to a local PCR test facility with 2 kids squealing for peppa pig 

#Covid",2,1,9
Marsh4LL1,12/15/2021,"Because my daughter has #Covid, the #NHS app advised that I self-isolate from Sunday and take a #PCR test. 
Had the test on Monday at a walk-in centre in Birmingham. It's now Wednesday and I haven't received my result. Is this normal ?",16,1,20
Jackie___P,12/15/2021,"To me the biggest worry is the complete silence on adverse reactions to the vaccine. Everyone deserves the whole.picture. Drugs over the counter always come with side effects warnings. #covid 
@HouseofCommons",,3,4
jamessmat,12/15/2021,"Kenya has detected Omicron variant among travellers within the airports. Health CS Mutahi Kagwe says it will be dominant virus across the world. ""We are engaging SA, the variant is spreading very fast."" #Covid-19",1,27,86
SA_Heroes,12/15/2021,"A Durban woman who stole R5.9 million from Illovo Sugar jailed for 10 years 

Just thinking what sentences for those that stole from SA'ns during #covid #ppecorruption #DigitalVibes

#shamilaBatohi needs to make 2022 memorable by throwing SA's biggest criminals in jail",1,8,12
89Hannah89,12/15/2021,"Scots asked to limit contact to three households... Unless you're a teacher, in which case you are in contact with at least 25 households per day....  so well thought out this advice! #covid #Scotland #Omicron",43,76,378
Berlinseshdmtv,12/15/2021,I currently know 15 people that have covid. All under 50 years old. All tested positive in the last week and a bit. It’s rampant. #COVID,4,2,7
JmarrMarr,12/15/2021,"Taking personal responsibility is mature & sensible, paying Government members 100’s of 1000’s of dollars for taking no effing responsibility or care is deadly & dumb. #Covid #Omicron",1,8,12
airnewsalerts,12/15/2021,"#US: #COVID death tally crosses 8,00,000. The figure is greater than the entire population of several states. Around 450,000 of deaths occurred in 2021. The vast majority of deaths among the unvaccinated.",3,10,38
darrenmccaffrey,12/14/2021,"NEW: Currently NO PCR #COVID tests available to book at testing sites in England

Official site says there are ""none available"" at testing centres in any of the nine English regions

You can however still order a test to be delivered to your house",19,4,10
DoctorMayJay,12/14/2021,"#GPs drowning with no notice mass vaccination drive & record no. of daily consultations

Hospitals flooded with poorly #COVID patients & everybody else needing to be seen

>50k new #Omicron cases/day & rising

But still no measures to reduce spread! 


@BorisJohnson
 
@sajidjavid",2,21,47
abcnews,12/14/2021,"#Omicron expected to become the dominant #Covid-19 variant in #London within 48 hours 
@LawrenceYoung11
 
@bevvo14
  #TheWorld",12,31,71
LeipzigSyd,12/14/2021,The $70million (seventy million dollars) #covid safe app was used 13 times in the last six months!  #auspol,1,22,37
BcnFox,12/14/2021,"You may not be paying attention to #SouthAfrica but I have for years. Follow 
@EleniGiokos
 and her sister 
@HeidiGiokos
 for updates from a very important part of the world...#Africa #Covid #geopolitics  You may get a #Greek  recipe along the way 
@CNNi
 
@eNCA",1,2,4
opinion_black,12/14/2021,OMICRON = MORONIC     #NoVaccinePassportsAnywhere #COVID,1,2,7
SonyKapoor,12/14/2021,"This puts #covid & other #pandemics in context!!! 

Of the 108 billion humans who have ever lived, almost half -- 52 billion -- have died from mosquito-borne illnesses! 

Still #neglecteddiseases",2,3,8
DrRanj,12/14/2021,"Every time I post about #COVID on here I soon regret it… 

Me: Let’s be cautious.
Twitter: OMG you’re scaremongering.

Me: OK, don’t worry.
Twitter: OMG you’re not taking it seriously.

This is not the place for nuanced discussions. Get that fire exit door, I’m off…",60,16,1612
nhageradio,12/14/2021,".
@wsj
 reports 
@Kroger
 will no longer offer #Covid-related sick leave for unvaccinated employees, and will add a $50 surcharge to non-union workers' health insurance if they don't get the shots.",80,349,1354
sumanthraman,12/14/2021,UK is pushing to vaccinate all adults with #Booster by December 31st. Meanwhile we haven't even spelt out our policy on Boosters as yet. Sincerely hope this does not lead to another #Covid disaster like the 2nd wave. Whoever is advising GOI is playing with lives.,88,49,422
KarinPurshouse,12/14/2021,"Just by way of a good news #omicron story - exposed to omicron recently despite all LFT and booster efforts from our group. None of the rest of us has gone on get #covid 
Wear a mask, test before you see your mates, reduce your contacts, get boosted",1,1,13
vishalkmumbai,12/14/2021,#Covid death rate in India is around 5-7% now of daily new cases. This is 5-6 times more than wave 2 peak . And the rise in death rate after so much of vaccination is surprising. Are we under reporting numbers? ( Source worldometer data),1,3,2
Europeankelly,12/14/2021,"Listening to Minette Batters on #r4today describe how #Brexit makes it harder for us consumers to obtain British goods,because of labour shortages caused by #Brexit & #covid. Who knew?..........Many of us of course knew this,among many other consequences,but we were shouted down.",2,20,69
GPJess_Harland,12/14/2021,"Lads, we we were 1-nil up, and #covid scored an equaliser just before half time. But we can win this. We’ve done it before and we will do it again #teamgp 
@Parody_RCGP
 
@DrNeilStone
 
@ClareGerada
 
@DrFJameel
 
@NikkiKF",3,4,22
sumanthraman,12/14/2021,"For those who think #Covid in India is over, yesterday a senior producer in Doordarshan who retired exactly a month ago passed away after being in hospital for 4-5 days.Just 60 years old. Double vaccinated. 4-5 days in hospital and gone. Please continue to take all precautions.",89,325,1491
murrigellas,12/14/2021,"Some #Murrigellas are booked in for the #Covid #Booster vaccination! Get yourself vaccinated Bubs to protect you and the ones who can't be vaccinated, like the bubbas under 5 years old. Protect yourself, protect your family & community.",6,10,128
BBCCornwall,12/14/2021,"Do you need a #Covid jab in a hurry?

#Veor Surgery in Camborne (next to the police station) is running a drop-in centre until 1pm today and they are a bit quiet right now.",2,25,22
MikePassfield,12/14/2021,"Proud of the 
@ccs_nhst
 #COVID vaccination services (incl SJA & RVS) who delivered in excess of 9,000 vaccines yesterday #OneTeam  #goteamCCS 
@stjohnambulance
 
@RoyalVolService
 
@NHSEastEngland
 
@AmandaPritchard
 
@CNOEngland",1,4,35
antitode_21,12/14/2021,"It would be better if people show the same #Respect to #girls and  #women
as shown at social Media 
Respect humanity respect each and Everyone 
#StaySafe #Covid #OmicronVirus 
#BestQuotes #Twitter",2,4,21
SaraOByrne23,12/14/2021,"Yesterday was a tough day for me, struggled to find joy. Sometimes I forget the impact of the global pandemic and all it has taken from us. Grateful for the reset and mindful this isn’t possible for all. #mentalhealth #covid #mindyourhead",1,2,12
AitcProvat,12/13/2021,"#Bengalis are penalized daily for being law-abiding. 

I was wanting to hold a small gathering but did not do so because of #covid restrictions. 

Hindians in WB don't care of these rules and went ahead.",3,6,20
vdiazucl,12/13/2021,"Took the decision to home school this week due to #COVID outbreak in school. 
I hope your week looks better than mine.",14,12,86
SimonFoxWriter,12/13/2021,"Yes, I'm getting my #Covid #booster jab today, because that's a sensible thing to do. But no, I don't believe the end of the world is nigh. I don't believe we all need to live in abject FEAR. And I definitely don't believe we need to have yet another life-destroying #lockdown.",2,4,7
uk_rants,12/13/2021,"Freedoms being eroded and the governance precedents being set during the #COVID pandemic will affect us for the rest of our lives.
Remember when it all began & we'd 3 weeks to flatten the curve? We broke our businesses on this initial lie.
1/..",2,10,19
strebormt,12/13/2021,"Why isn't anyone acknowledging all the families who have lost loved ones and will not have a great Christmas, or who are suffering #LongCovid 
@theprojecttv
 ? #covid #OmicronVirus",7,43,130
Lee_AnneWalker,12/13/2021,"Endless tedious speculation about #covid #omicron
I notice that as always, there is criticism of Labor states Qld and WA but nothing on SA or Tasmania.  

#thedrum",1,6,30
